business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Petco,Enjoy the variety of pets and products!  I appreciate the cleanliness also.,Valid,"The review describes a genuine experience at Petco, mentioning pets, products, and cleanliness, which are all relevant to a pet supply store. The 5-star rating is consistent with the positive feedback about the variety and store conditions.",,,,Petco,"Chain with pet food & supplies, such as toys, beds & apparel (many offer pet services & adoptions).","['Pet supply store', 'Bird shop', 'Fish store', 'Pet store', 'Reptile store', 'Tropical fish store']"
The Boiler Room,Sheppard's pie was great. Tasted like home cooking. If the red velvet cheesecake is available I highly recommend it! Amazing staff.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (shepherd's pie, red velvet cheesecake) and staff service. The 5-star rating is consistent with the positive feedback, and the content is clearly relevant to this New American eatery.",,,,The Boiler Room,"Hip, subterranean New American eatery & bar offering signature cocktails & comfort food all day.","['Bar & grill', 'American restaurant', 'Bar', 'Restaurant']"
Minot Automotive Center,We have got a couple cars from Kody Clark..great service and highly recommend! Also have taken my car to the service dept and they are always helpful and get my car done in a timely manner!,Valid,"The review describes genuine experiences with both car purchases from a salesperson named Kody Clark and service department visits. The content is directly relevant to an automotive center/car dealer, and the 5-star rating is consistent with the positive feedback about service quality and timeliness.",,,,Minot Automotive Center,,"['Car dealer', 'Used car dealer']"
Theodore Roosevelt National Park,Beautiful. Easily the best part of North Dakota. The views are absolutely stunning.,Valid,"The review describes a genuine experience visiting Theodore Roosevelt National Park, praising the scenic views and overall beauty, which is directly relevant to the park's description as a scenic location with stunning badlands and buttes. The 5-star rating is consistent with the positive experience described.",,,,Theodore Roosevelt National Park,"Bison, elk & deer roam this scenic park of prairie & rugged badlands marked by stunning buttes.","['National park', 'Tourist attraction']"
Lutheran Social Services of North Dakota,"(Translated by Google) A1

(Original)
A1",Irrelevant,The review text 'A1' is extremely short and provides no meaningful content related to the social services organization. It doesn't describe any experience with Lutheran Social Services of North Dakota or relate to social services in any way.,,,,Lutheran Social Services of North Dakota,,['Social services organization']
Babb's Coffee House,Great coffee!!,Valid,"The review provides a genuine positive experience about the coffee quality at a coffee shop, and the 5-star rating is consistent with the enthusiastic text. The content is directly relevant to the business category and description.",,,,Babb's Coffee House,,"['Cafe', 'American restaurant', 'Breakfast restaurant', 'Coffee shop', 'Espresso bar', 'Gluten-free restaurant', 'Lunch restaurant', 'Salad shop', 'Sandwich shop', 'Soup shop']"
Kirkwood Mall,Its a mall. Scheels is the best thing about this mall,Valid,"The review provides a genuine opinion about the mall, specifically mentioning Scheels as a highlight. The content is directly relevant to the shopping mall location and reflects a typical visitor experience.",,,,Kirkwood Mall,"Comfortable retail center with a mix of popular chain stores, casual eateries & beauty salons.",['Shopping mall']
Subway,"They were out of 3 different meats, and a bunch of veggies. No reason to run out of product like that. Shows poor management. Walked out very disappointed",Valid,"The review describes a genuine visit experience at Subway, detailing specific issues with food availability and management. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the sandwich shop's service and operations.",,,,Subway,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
Target,Easy and a great time saver,Valid,"The review describes a genuine shopping experience at Target, with positive feedback about convenience and time-saving aspects that are relevant to a department store. The 5-star rating is consistent with the positive sentiment expressed.",,,,Target,,['Bus stop']
SB Hillboro Rest Stop,Nice place to stop at,Valid,"The review provides a genuine, positive assessment of the rest stop experience. The 5-star rating is consistent with the positive comment 'Nice place to stop at', which is directly relevant to the business category of 'Rest stop'.",,,,SB Hillboro Rest Stop,,['Rest stop']
Wahpeton Fryn' Pan Family Restaurant,Excellent food and service,Valid,"The review provides a genuine positive assessment of the restaurant's food and service, which is directly relevant to the American/Family restaurant business. The 5-star rating aligns with the positive sentiment expressed.",,,,Wahpeton Fryn' Pan Family Restaurant,Local chain serving breakfast & homestyle American dishes in a casual atmosphere.,"['American restaurant', 'Family restaurant']"
Bordertown Bar & Grill,Free meat raffles Fridays and Wednesday,Valid,"The review provides relevant information about the bar & grill's offerings (meat raffles on specific days), which is appropriate content for a restaurant/bar establishment. The 5-star rating suggests a positive experience or recommendation.",,,,Bordertown Bar & Grill,,['Bar & grill']
North Dakota State University,Great college!,Valid,The review provides a genuine positive assessment of the university with a 5-star rating that matches the positive text. The comment 'Great college!' is directly relevant to North Dakota State University as an educational institution.,,,,North Dakota State University,,"['University', 'Public university']"
Perkins Restaurant & Bakery,"Always fast, friendly Service and staff.  Food is delicious and reasonably priced.",Valid,"The review describes a genuine dining experience at Perkins Restaurant & Bakery, mentioning service quality, food taste, and pricing. The content is directly relevant to the restaurant's offerings and the 5-star rating is consistent with the positive feedback.",,,,Perkins Restaurant & Bakery,"Kid-friendly chain known for baked goods, breakfasts & other American standards in dinerlike digs.","['Restaurant', 'Bakery', 'Family restaurant']"
Chick-fil-A West Acres,Fast service!,Valid,The review 'Fast service!' is directly relevant to the fast-food restaurant experience and aligns with the business category and description. The 4-star rating is consistent with the positive comment about service quality.,,,,Chick-fil-A West Acres,"Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Chicken restaurant', 'Fast food restaurant']"
Altru Hospital,This is an amazing hospital  go to have always been helped in a reasonable time and always the doctors and the nurses have been very long and respectl to me..and always they have treated whatever it was that was ailing me at the tme..,Valid,"The review describes a genuine experience at the hospital, mentioning specific aspects like reasonable wait times, helpful doctors and nurses, and successful treatment. The 5-star rating is consistent with the positive feedback about the medical care received.",,,,Altru Hospital,,"['General hospital', 'Hospital', 'Surgeon']"
